Act Name,Jurisdiction,Category,Procedural Element,Description,Section,Relevancy Scale
Canada National Parks Act,Federal,Act,Coming into force,"Thence northerly along said Interprovincial boundary to its intersection with the height of land known as Avion Ridge which separates the waters flowing into Bauerman Brook from the waters flowing into Castle River according to the map of Waterton Lakes Park filed in said office under no. 7673 Book E.X. Folio 203, a copy of which has been recorded in said Records under no. 40398;",71,2
Canada National Parks Act,Federal,Act,Coming into force,Thence generally northeasterly along said Cloudy Ridge to the headwaters of an unnamed small creek that flows into Yarrow Creek immediately west of Yarrow Cabin according to said map;,71,2
Canada National Parks Act,Federal,Act,Coming into force,"Commencing at the Snow Dome, being a point at the intersection of the Interprovincial Boundary between Alberta and British Columbia and the height of land between the watershed areas of the North Saskatchewan and Athabasca Rivers, in latitude 52?11' and longitude 117?19';",71,2
Canada National Parks Act,Federal,Act,Coming into force,"Thence northeasterly along a line having a bearing designated as 58?42.2' a distance of 1130.7 metres, more or less, to a cairn and park standard, as the last aforesaid line, cairn and standard are shown on said plan, the last aforesaid cairn and standard being on a well defined ridge of said height of land between the watershed areas of the North Saskatchewan and Athabasca Rivers, overlooking Sunwapta Pass;",71,2
Canada National Parks Act,Federal,Act,Coming into force,"Thence southeasterly and northeasterly along the height of land forming the easterly limit of the watershed area of the North Saskatchewan River to the junction of the last aforesaid height of land with the heights of land between the headwaters of the Brazeau River and Cline River and between the Cline River and North Saskatchewan River, said junction being in the vicinity of Cataract Pass;",71,3
Canada National Parks Act,Federal,Act,Coming into force,"Thence northerly along the height of land forming the easterly limit of the watershed area of the headwaters of the Brazeau River to a point distant 0.8 kilometre from the most easterly branch of the Brazeau River, said distance being measured at right angles to the general direction of said branch;",71,3
Canada National Parks Act,Federal,Act,Coming into force,Thence in a general northeasterly direction and following a line drawn parallel to and being distant 0.8 kilometre in a perpendicular direction from the most easterly branch of the Brazeau River to the point at which the last aforesaid line intersects a straight line drawn on an azimuth of 135? from a point on the right bank of the Brazeau River immediately opposite the junction of the left bank of the stream which flows from Brazeau Lake with the left bank of the Brazeau River;,71,2
Canada National Parks Act,Federal,Act,Coming into force,Thence in a general southwesterly direction following the left bank of the Southesk River to the mouth of an unnamed creek flowing from Mount Dalhousie and joining the Southesk River at approximate latitude 52?39' and longitude 116?54';,71,2
Canada National Parks Act,Federal,Act,Coming into force,Thence in a general northwesterly direction following the height of land forming the easterly limit of the watershed areas of the Cairn and Rocky Rivers to its junction with the height of land which enclosed the watershed area of Fiddle River;,71,2
Canada National Parks Act,Federal,Act,Coming into force,"Thence in a general northwesterly direction following the height of land which forms the northeasterly limit of the watershed areas of Ogre and Moosehorn Creeks along the Boule Range to the summit of Mount Kephala, which is a peak at the northwesterly extremity to Boule Range;",71,3
Canada National Parks Act,Federal,Act,Coming into force,"Thence in a general westerly direction following the height of land which forms the northerly limit of the watershed area of Moosehorn Creek to a standard post and stone mound marking the northeasterly extremity of a part of the northerly boundary of Jasper Park, the last aforesaid part being surveyed by said K.F. McCusker, D.L.S., in 1931, according to plan 43560 in said Records, a copy of which is entered in the Land Titles Offices for the North Alberta Land Registration District at Edmonton under number T470;",71,3
Canada National Parks Act,Federal,Act,Coming into force,"Thence southwesterly, northwesterly, northeasterly and northwesterly along that height of land which divides the watershed areas of Moosehorn Creek, Snake Indian River and an unnamed creek flowing into Rock Creek from the southeast at approximate latitude 53?26' and longitude 118?19', from the watershed areas of those tributaries of the Wildhay River and Rock Creek northeasterly of said unnamed creek, to a stone mound and flag marking the southeasterly extremity of a part of the northerly boundary of Jasper Park, according to the last aforesaid plan;",71,2
Canada National Parks Act,Federal,Act,Coming into force,"Thence on a bearing of 322?42' along the last aforesaid part of the northerly boundary a distance of 4746.7 metres, more or less, to a stone cairn at Triangulation Station No. 68 (Lambert 1927) which is a point on the height of land dividing the watershed area of Rock Creek from that of Wildhay River in latitude 53?27' and longitude 118?21';",71,3
Canada National Parks Act,Federal,Act,Coming into force,"Thence in a general westerly direction along the last aforesaid height of land to its point of intersection with a straight line on an azimuth of 45? from Triangulation Station No. 5 (Lambert 1927), of record in field book number 21691 in said Records, which is a point on the height of land dividing the watershed area of Rock Creek from that of Mowitch Creek;",71,3
Canada National Parks Act,Federal,Act,Coming into force,Thence in a general westerly direction along the last aforesaid height of land dividing the watershed area of Rock Creek from that of Mowitch Creek to its intersection with the height of land which divides the watershed area of Snake Indian River from that of Smoky River;,71,3
